Time,Tupper_H0,Tlower_H0,Tupper_H1,Tlower_H1,Tupper_H2,Tlower_H2,Tupper_H3,Tlower_H3,Tupper_H4,Tlower_H4,Tupper_H5,Tlower_H5,Tupper_H6,Tlower_H6,Tupper_H7,Tlower_H7,Tupper_H8,Tlower_H8,Tupper_H9,Tlower_H9,Tupper_H10,Tlower_H10,Tupper_H11,Tlower_H11,Tupper_H12,Tlower_H12,Tupper_H13,Tlower_H13,Tupper_H14,Tlower_H14,Tupper_H15,Tlower_H15
332,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
333,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
334,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
335,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
336,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
337,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
338,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
339,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
340,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
341,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
342,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
343,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
344,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
345,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
346,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
347,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
348,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
349,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
350,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
351,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
352,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
353,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
354,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
355,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
356,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
357,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
358,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
359,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
360,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
361,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
362,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
363,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
364,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
365,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
366,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
367,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
368,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
369,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
370,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
371,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
372,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
373,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
374,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
375,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
376,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
377,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
378,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
379,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
380,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
381,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
382,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
383,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
384,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
385,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
386,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
387,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
388,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
389,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
390,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
391,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
392,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
393,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
394,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
395,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
396,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
397,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
398,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
399,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
400,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
401,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
402,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
403,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
404,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
405,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
406,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
407,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
408,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
409,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
410,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
411,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
412,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
413,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
414,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
415,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
416,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
417,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
418,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
419,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
420,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
421,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
422,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
423,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
424,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
425,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
426,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
427,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
428,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
429,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
430,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
431,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
432,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
433,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
434,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
435,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
436,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
