Time,Tupper_H0,Tlower_H0,Tupper_H1,Tlower_H1,Tupper_H2,Tlower_H2,Tupper_H3,Tlower_H3,Tupper_H4,Tlower_H4,Tupper_H5,Tlower_H5,Tupper_H6,Tlower_H6,Tupper_H7,Tlower_H7,Tupper_H8,Tlower_H8,Tupper_H9,Tlower_H9,Tupper_H10,Tlower_H10,Tupper_H11,Tlower_H11,Tupper_H12,Tlower_H12,Tupper_H13,Tlower_H13,Tupper_H14,Tlower_H14,Tupper_H15,Tlower_H15
10,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
11,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
12,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
13,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
14,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
15,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
16,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
17,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
18,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
19,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
20,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
21,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
22,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
23,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
24,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
25,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
26,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
27,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
28,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
29,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
30,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
31,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
32,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
33,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
34,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
35,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
36,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
37,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
38,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
39,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
40,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
41,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
42,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
43,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
44,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
45,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
46,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
47,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
48,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
49,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
50,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
51,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
52,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
53,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
54,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
55,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
56,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
57,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
58,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
59,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
60,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
61,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
62,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
63,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
64,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
65,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
66,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
67,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
68,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
69,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
70,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
71,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
72,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
73,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
74,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
75,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
76,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
77,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
78,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
79,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
80,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
81,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
82,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
83,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
84,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
85,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
86,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
87,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
88,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
89,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
90,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
91,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
92,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
93,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
94,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
95,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
96,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
97,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
98,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
99,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
100,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
101,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
102,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
